0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:12 +0530] "GET /Parlimate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /Parlimate/ HTTP/1.1" 200 23875
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /Parlimate/welcome.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /Parlimate/logo%202.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /Parlimate/lucide_move-right.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /Parlimate/view-3d-hand%201.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /Parlimate/welcome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /Parlimate/BG%20line.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:14 +0530] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:33 +0530] "POST /Parlimate/LoginServlet HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:37 +0530] "GET /Parlimate/index.jsp HTTP/1.1" 200 23875
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:53 +0530] "POST /Parlimate/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/index/sidebar1.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/container.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/GetPostListServlet HTTP/1.1" 200 126375
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/index/header/header.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/popup.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/edit.css HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/fund-popup.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/comment.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /Parlimate/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jan/2025:07:35:54 +0530] "GET /css/app-wa-09b459cf485d4b1f3304947240314c05.css?vsn=d HTTP/1.1" 404 682
